UserID,Preferences,Gender,NumberOfAdults,NumberOfChildren,Nature_Interest,Culture_Interest,Food_Interest,Wellness_Interest,Entertainment_Interest,Shopping_Interest,Family_Interest,Cluster,Guest_Segment
908,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
909,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
910,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
911,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
912,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
913,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
914,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
915,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
916,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
917,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
918,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
919,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
920,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
921,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
922,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
923,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
924,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
925,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
926,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
927,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
928,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
929,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
930,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
931,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
932,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
933,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
934,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
935,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
936,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
937,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
938,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
939,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
940,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
941,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
942,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
943,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
944,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
945,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
946,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
947,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
948,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
949,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
950,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
951,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
952,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
953,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
954,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
955,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
956,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
957,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
958,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
959,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
960,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
961,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
962,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
963,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
964,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
965,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
966,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
967,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
968,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
969,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
970,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
971,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
972,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
973,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
974,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
975,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
976,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
977,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
978,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
979,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
980,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
981,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
982,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
983,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
984,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
985,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
986,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
987,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
988,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
989,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
990,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
991,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
992,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
993,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
994,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
995,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
996,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
997,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
998,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
999,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
